albumlink,Genre1,Genre2,Genre3
/album/7185/Kreator-Pleasure-to-Kill/,Thrash Metal,Death Metal,NA
/album/11268/Kreator-Terrible-Certainty/,Thrash Metal,Death Metal,NA
/album/57555/Kvelertak-Kvelertak/,Black Metal,Hardcore,NA
/album/4122/Kyuss-Blues-for-the-Red-Sun/,Stoner Rock,Psychedelic,Metal
/album/652/Kyuss-Welcome-to-Sky-Valley/,Stoner Rock,Psychedelic,Metal
/album/3753/Lamb-of-God-Killadelphia/,Thrash Metal,Metalcore,Metal
/album/82895/Leprous-Bilateral/,Progressive Metal,Experimental,NA
/album/37701/Leprous-Tall-Poppy-Syndrome/,Progressive Metal,Experimental,NA
/album/2669/Liquid-Tension-Experiment-Liquid-Tension-Experiment-2/,Progressive Metal,Progressive Rock,Jazz Fusion
/album/6849/Living-Colour-Vivid/,Funk,Black Metal,Hard Rock
/album/1389/Lykathea-Aflame-Elvenefris/,Death Metal,Grind,Progressive Metal
/album/1757/Machine-Head-Burn-My-Eyes/,Thrash Metal,Metal,Nu-metal
/album/17218/Machine-Head-The-Blackening/,Thrash Metal,Metal,Nu-metal
/album/11869/Malevolent-Creation-Retribution/,Death Metal,Thrash Metal,NA
/album/36170/Mastodon-Crack-the-Skye/,Sludge Metal,Progressive Metal,Metal
/album/1474/Mastodon-Leviathan/,Sludge Metal,Progressive Metal,Metal
/album/529/maudlin-of-the-Well-Bath/,Experimental,Progressive Metal,Jazz
/album/14364/maudlin-of-the-Well-Leaving-Your-Body-Map/,Experimental,Progressive Metal,Jazz
/album/37691/maudlin-of-the-Well-Part-the-Second/,Experimental,Progressive Metal,Jazz
/album/2726/Mayhem-De-Mysteriis-Dom-Sathanas/,Black Metal,NA,NA
/album/1574/Mayhem-Live-in-Leipzig/,Black Metal,NA,NA
/album/3573/Megadeth-Greatest-Hits-Back-to-the-Start/,Thrash Metal,Heavy Metal,Metal
/album/412/Megadeth-Peace-Sells...-But-Whos-Buying/,Thrash Metal,Heavy Metal,Metal
/album/127/Megadeth-Rust-in-Peace/,Thrash Metal,Heavy Metal,Metal
/album/2786/Melvins-Bullhead/,Sludge Metal,Stoner Rock,Experimental
/album/390/Melvins-Gluey-Porch-Treatments/,Sludge Metal,Stoner Rock,Experimental
/album/113/Melvins-Houdini/,Sludge Metal,Stoner Rock,Experimental
/album/2791/Melvins-Lysol/,Sludge Metal,Stoner Rock,Experimental
/album/6179/Mercyful-Fate-Dont-Break-the-Oath/,Heavy Metal,Metal,Black Metal
/album/3603/Mercyful-Fate-Melissa/,Heavy Metal,Metal,Black Metal
/album/209/Meshuggah-Destroy-Erase-Improve/,Progressive Metal,Thrash Metal,Experimental
/album/656/Meshuggah-I/,Progressive Metal,Thrash Metal,Experimental
/album/23538/Meshuggah-Nothing-Re-release/,Progressive Metal,Thrash Metal,Experimental
/album/6751/Metal-Church-Metal-Church/,Thrash Metal,Heavy Metal,NA
/album/281/Metallica-...And-Justice-for-All/,Thrash Metal,Heavy Metal,Hard Rock
/album/1811/Metallica-Live-Shit-Binge--Purge/,Thrash Metal,Heavy Metal,Hard Rock
/album/116/Metallica-Master-of-Puppets/,Thrash Metal,Heavy Metal,Hard Rock
/album/222/Metallica-Ride-the-Lightning/,Thrash Metal,Heavy Metal,Hard Rock
/album/2930/Ministry-Psalm-69/,Industrial,Metal,Electronic
/album/7450/Ministry-The-Mind-Is-a-Terrible-Thing-to-Taste/,Industrial,Metal,Electronic
/album/11203/Mirrorthrone-Carriers-of-Dust/,Black Metal,Death Metal,Progressive Metal
/album/27797/Misery-Signals-Controller/,Metalcore,Hardcore,Progressive Metal
/album/2922/Misery-Signals-Of-Malice-and-the-Magnum-Heart/,Metalcore,Hardcore,Progressive Metal
/album/214226/Moonsorrow-Jumalten-Aika/,Folk,Black Metal,NA
/album/15601/Moonsorrow-Kivenkantaja/,Folk,Black Metal,NA
/album/17990/Moonsorrow-V-Havitetty/,Folk,Black Metal,NA
/album/11959/Moonsorrow-Verisakeet/,Folk,Black Metal,NA
/album/15951/Moonsorrow-Voimasta-Ja-Kunniasta/,Folk,Black Metal,NA
/album/13244/Moonspell-Wolfheart/,Gothic,Black Metal,Industrial
/album/1510/Morbid-Angel-Altars-of-Madness/,Death Metal,Industrial,NA
/album/6821/Morbid-Angel-Blessed-Are-the-Sick/,Death Metal,Industrial,NA
/album/6822/Morbid-Angel-Covenant/,Death Metal,Industrial,NA
/album/10751/Morbid-Saint-Spectrum-of-Death/,Thrash Metal,Death Metal,NA
/album/5173/Motorhead-Ace-of-Spades/,Heavy Metal,Hard Rock,Punk
/album/3358/Motorhead-Inferno/,Heavy Metal,Hard Rock,Punk
/album/7260/Motorhead-Iron-Fist/,Heavy Metal,Hard Rock,Punk
/album/5885/Motorhead-Overkill/,Heavy Metal,Hard Rock,Punk
/album/1859/Mr.-Bungle-California/,Experimental,Metal,Progressive Rock
/album/1635/Mr.-Bungle-Disco-Volante/,Experimental,Metal,Progressive Rock
/album/2214/Mr.-Bungle-Mr.-Bungle/,Experimental,Metal,Progressive Rock
/album/694/Mudvayne-L.D.-50/,Nu-metal,Alternative Rock,Math Rock
/album/564/My-Dying-Bride-The-Angel-and-the-Dark-River/,Doom Metal,Gothic,Death Metal
/album/8558/My-Dying-Bride-The-Dreadful-Hours/,Doom Metal,Gothic,Death Metal
/album/8559/My-Dying-Bride-Turn-Loose-the-Swans/,Doom Metal,Gothic,Death Metal
/album/3427/Napalm-Death-From-Enslavement-to-Obliteration/,Grind,Death Metal,Hardcore
/album/10353/Nasum-Shift/,Grind,Death Metal,NA
/album/175483/Ne-Obliviscaris-Citadel/,Progressive Metal,Death Metal,Black Metal
/album/96653/Ne-Obliviscaris-Portal-of-I/,Progressive Metal,Death Metal,Black Metal
/album/18070/Negura-Bunget-OM/,Black Metal,Folk,Progressive Metal
/album/11807/Neurosis-A-Sun-That-Never-Sets/,Post Metal,Sludge Metal,NA
/album/18310/Neurosis-Given-to-the-Rising/,Post Metal,Sludge Metal,NA
/album/3345/Neurosis-Souls-at-Zero/,Post Metal,Sludge Metal,NA
/album/1206/Neurosis-The-Eye-of-Every-Storm/,Post Metal,Sludge Metal,NA
/album/1277/Neurosis-Through-Silver-in-Blood/,Post Metal,Sludge Metal,NA
/album/14102/Neurosis-Times-of-Grace/,Post Metal,Sludge Metal,NA
/album/1493/Nevermore-Dead-Heart-In-A-Dead-World/,Thrash Metal,Progressive Metal,Power Metal
/album/928/Nevermore-Dreaming-Neon-Black/,Thrash Metal,Progressive Metal,Power Metal
/album/3165/Nevermore-This-Godless-Endeavor/,Thrash Metal,Progressive Metal,Power Metal
/album/2033/Nightwish-Oceanborn/,Power Metal,Gothic,Classical
/album/2521/Nile-Annihilation-of-the-Wicked/,Death Metal,Progressive Metal,NA
/album/20872/Nocturnus-The-Key/,Death Metal,Progressive Metal,NA
/album/45556/Nokturnal-Mortum-The-Voice-of-Steel/,Black Metal,Folk,NA
/album/223810/Norma-Jean-Polar-Similar/,Metalcore,Hardcore,NA
/album/1134/Norther-Mirror-of-Madness/,Melodic Death Metal,Death Metal,Power Metal
/album/2309/Obituary-Cause-of-Death/,Death Metal,NA,NA
/album/19751/Obituary-Slowly-We-Rot/,Death Metal,NA,NA
/album/140978/Obliteration-Black-Death-Horizon/,Death Metal,Doom Metal,NA
/album/8564/Om-Conference-of-the-Birds/,Psychedelic,Stoner Rock,Doom Metal
/album/1817/Opeth-Blackwater-Park/,Progressive Metal,Death Metal,Progressive Rock
/album/1832/Opeth-Damnation/,Progressive Metal,Death Metal,Progressive Rock
/album/3042/Opeth-Ghost-Reveries/,Progressive Metal,Death Metal,Progressive Rock
/album/61103/Opeth-In-Live-Concert-at-the-Royal-Albert-Hall/,Progressive Metal,Death Metal,Progressive Rock
/album/3752/Opeth-Lamentations/,Progressive Metal,Death Metal,Progressive Rock
/album/1558/Opeth-Morningrise/,Progressive Metal,Death Metal,Progressive Rock
/album/1877/Opeth-My-Arms-Your-Hearse/,Progressive Metal,Death Metal,Progressive Rock
/album/1556/Opeth-Still-Life/,Progressive Metal,Death Metal,Progressive Rock
/album/5408/Orphaned-Land-Mabool-The-Story-of-the-Three-Sons.../,Folk,Metal,Progressive Metal
/album/15328/Overkill-Feel-the-Fire/,Thrash Metal,Heavy Metal,NA
/album/1788/Overkill-Horrorscope/,Thrash Metal,Heavy Metal,NA
/album/44188/Overkill-Ironbound/,Thrash Metal,Heavy Metal,NA
/album/1787/Overkill-The-Years-of-Decay/,Thrash Metal,Heavy Metal,NA
/album/2738/Ozzy-Osbourne-Blizzard-of-Ozz/,Heavy Metal,Hard Rock,Metal
/album/3731/Ozzy-Osbourne-Diary-of-a-Madman/,Heavy Metal,Hard Rock,Metal
/album/5817/Ozzy-Osbourne-Tribute/,Heavy Metal,Hard Rock,Metal
/album/774/Pain-of-Salvation-Remedy-Lane/,Progressive Metal,Progressive Rock,Experimental
/album/3669/Pain-of-Salvation-The-Perfect-Element-Part-1/,Progressive Metal,Progressive Rock,Experimental
/album/89/Pantera-Cowboys-from-Hell/,Metal,Thrash Metal,Heavy Metal
/album/176/Pantera-Official-Live-101-Proof/,Metal,Thrash Metal,Heavy Metal
/album/46115/Pantera-Reinventing-Hell-The-Best-of-Pantera/,Metal,Thrash Metal,Heavy Metal
/album/763/Pantera-Vulgar-Display-of-Power/,Metal,Thrash Metal,Heavy Metal
/album/18484/Paradise-Lost-Draconian-Times/,Doom Metal,Gothic,Electronic
/album/24559/Paradise-Lost-Icon/,Doom Metal,Gothic,Electronic
/album/19336/Paysage-dHiver-Paysage-dHiver/,Black Metal,Ambient,Lo-fi
/album/31355/Paysage-dHiver-Winterkaelte/,Black Metal,Ambient,Lo-fi
/album/3114/Pelican-The-Fire-in-Our-Throats-Will-Beckon.../,Post Metal,Post Rock,Sludge Metal
/album/57538/Periphery-Periphery-Instrumental/,Progressive Metal,Metalcore,NA
/album/17957/Peste-Noire-La-Sanie-des-siecles---Panegyrique-de-la/,Black Metal,Folk,Experimental
/album/13493/Pestilence-Consuming-Impulse/,Death Metal,Thrash Metal,Progressive Metal
/album/13514/Pestilence-Malleus-Maleficarum/,Death Metal,Thrash Metal,Progressive Metal
/album/13494/Pestilence-Testimony-of-the-Ancients/,Death Metal,Thrash Metal,Progressive Metal
/album/18353/Pig-Destroyer-Phantom-Limb/,Grind,Death Metal,Hardcore
/album/5837/Pig-Destroyer-Prowler-in-the-Yard/,Grind,Death Metal,Hardcore
/album/7412/Pig-Destroyer-Terrifyer/,Grind,Death Metal,Hardcore
/album/142322/Plini-Sweet-Nothings/,Progressive Metal,Progressive Rock,Jazz Fusion
/album/125/Poison-the-Well-The-Opposite-of-December/,Metalcore,Post Hardcore,Hardcore
/album/121/Poison-the-Well-You-Come-Before-You/,Metalcore,Post Hardcore,Hardcore
/album/56009/Porcupine-Tree-Anesthetize/,Progressive Rock,Psychedelic,Progressive Metal
/album/19445/Porcupine-Tree-Arriving-Somewhere.../,Progressive Rock,Psychedelic,Progressive Metal
/album/2175/Porcupine-Tree-Deadwing/,Progressive Rock,Psychedelic,Progressive Metal
/album/16985/Porcupine-Tree-Fear-of-a-Blank-Planet/,Progressive Rock,Psychedelic,Progressive Metal
/album/491/Porcupine-Tree-In-Absentia/,Progressive Rock,Psychedelic,Progressive Metal
/album/3590/Porcupine-Tree-Lightbulb-Sun/,Progressive Rock,Psychedelic,Progressive Metal
/album/1992/Porcupine-Tree-Stupid-Dream/,Progressive Rock,Psychedelic,Progressive Metal
/album/5245/Porcupine-Tree-The-Sky-Moves-Sideways/,Progressive Rock,Psychedelic,Progressive Metal
/album/10156/Possessed-Seven-Churches/,Death Metal,Thrash Metal,NA
/album/9165/Primordial-The-Gathering-Wilderness/,Black Metal,Folk,NA
/album/22250/Primordial-To-the-Nameless-Dead/,Black Metal,Folk,NA
/album/3961/Propagandhi-Potemkin-City-Limits/,Punk,Hardcore,Thrash Metal
/album/35403/Propagandhi-Supporting-Caste/,Punk,Hardcore,Thrash Metal
/album/3966/Propagandhi-Todays-Empires-Tomorrows-Ashes/,Punk,Hardcore,Thrash Metal
/album/33647/Protest-the-Hero-Fortress-Instrumental/,Progressive Metal,Metalcore,Post Hardcore
/album/23330/Protest-the-Hero-Fortress/,Progressive Metal,Metalcore,Post Hardcore
/album/4531/Protest-the-Hero-Kezia/,Progressive Metal,Metalcore,Post Hardcore
/album/6226/Psycroptic-The-Scepter-of-the-Ancients/,Death Metal,Metalcore,NA
/album/2731/Queensryche-Operation-Mindcrime/,Progressive Metal,Hard Rock,NA
/album/7833/Queensryche-Rage-for-Order/,Progressive Metal,Hard Rock,NA
/album/5481/Quo-Vadis-Defiant-Imagination/,Melodic Death Metal,Death Metal,Progressive Metal
/album/12159/Rage-Against-the-Machine-Live-at-the-Grand-Olympic-Auditorium-DVD/,Metal,Hip-Hop,Funk
/album/352/Rage-Against-the-Machine-Rage-Against-the-Machine/,Metal,Hip-Hop,Funk
/album/8364/Rainbow-Long-Live-Rock-n-Roll/,Hard Rock,Heavy Metal,Progressive Rock
/album/6549/Rainbow-Rising/,Hard Rock,Heavy Metal,Progressive Rock
/album/4526/Rainbow-Ritchie-Blackmores-Rainbow/,Hard Rock,Heavy Metal,Progressive Rock
/album/10676/Repulsion-Horrified/,Grind,Death Metal,NA
/album/2897/Rhapsody-of-Fire-Power-of-the-Dragonflame/,Power Metal,Classical,Heavy Metal
/album/5339/Riverside-Out-of-Myself/,Progressive Rock,Progressive Metal,NA
/album/5064/Riverside-Second-Life-Syndrome/,Progressive Rock,Progressive Metal,NA
/album/47920/Rosetta-A-Determinism-of-Morality/,Post Metal,Progressive Metal,Sludge Metal
/album/11608/Rosetta-The-Galilean-Satellites/,Post Metal,Progressive Metal,Sludge Metal
/album/22861/Rosetta-Wake-Lift/,Post Metal,Progressive Metal,Sludge Metal
/album/14208/Rotten-Sound-Exit/,Grind,Death Metal,NA
/album/18952/Rotting-Christ-Theogonia/,Black Metal,Gothic,Folk
/album/10815/S.O.D.-Speak-English-or-Die/,Thrash Metal,Hardcore,NA
/album/15870/Sacramentum-Far-Away-from-the-Sun/,Black Metal,Melodic Death Metal,NA
/album/8903/Saint-Vitus-Born-Too-Late/,Doom Metal,Heavy Metal,NA
/album/9066/Satyricon-Nemesis-Divina/,Black Metal,Folk,Rock
/album/6528/Savatage-Gutter-Ballet/,Heavy Metal,Progressive Metal,Power Metal
/album/6038/Savatage-The-Hall-of-the-Mountain-King/,Heavy Metal,Progressive Metal,Power Metal
/album/8218/Saxon-Wheels-of-Steel/,Heavy Metal,Metal,Hard Rock
/album/70764/Scale-the-Summit-The-Collective/,Progressive Metal,Post Rock,NA
/album/8049/Scorpions-Blackout/,Hard Rock,Heavy Metal,Rock
/album/8050/Scorpions-Love-At-First-Sting/,Hard Rock,Heavy Metal,Rock
/album/8083/Scorpions-Lovedrive/,Hard Rock,Heavy Metal,Rock
/album/419/Sepultura-Arise/,Thrash Metal,Death Metal,Nu-metal
/album/1295/Sepultura-Beneath-the-Remains/,Thrash Metal,Death Metal,NA
/album/2326/Sepultura-Chaos-A.D./,Thrash Metal,Death Metal,Nu-metal
/album/5954/Shai-Hulud-That-Within-Blood-Ill-Tempered/,Hardcore,Metalcore,NA
/album/21538/Shining-SWE-V---Halmstad/,Black Metal,Progressive Metal,Doom Metal
/album/17790/Sigh-Imaginary-Sonicscape/,Black Metal,Psychedelic,Experimental
/album/9395/SikTh-Death-of-a-Dead-Day/,Progressive Metal,Metalcore,Grind
/album/5479/SikTh-The-Trees-Are-Dead-and-Dried-Out-/,Progressive Metal,Metalcore,Grind
/album/6644/Skid-Row-Slave-to-the-Grind/,Heavy Metal,Hard Rock,NA
/album/2605/Slayer-Decade-of-Aggression/,Thrash Metal,Hardcore,Death Metal
/album/582/Slayer-Haunting-the-Chapel/,Thrash Metal,Hardcore,Death Metal
/album/460/Slayer-Hell-Awaits/,Thrash Metal,Hardcore,Death Metal
/album/314/Slayer-Reign-in-Blood/,Thrash Metal,Hardcore,Death Metal
/album/257/Slayer-Seasons-in-the-Abyss/,Thrash Metal,Hardcore,Death Metal
/album/2724/Slayer-South-of-Heaven/,Thrash Metal,Hardcore,Death Metal
/album/3255/Sleep-Dopesmoker/,Stoner Rock,Doom Metal,Psychedelic
/album/3919/Sleep-Sleeps-Holy-Mountain/,Stoner Rock,Doom Metal,Psychedelic
/album/10245/Sodom-Agent-Orange/,Thrash Metal,Black Metal,Death Metal
/album/11628/Sodom-M-16/,Thrash Metal,Black Metal,Death Metal
/album/1684/Sodom-Persecution-Mania/,Thrash Metal,Black Metal,Death Metal
/album/116279/Soilwork-The-Living-Infinite/,Melodic Death Metal,Metalcore,Metal
/album/693/Soundgarden-Badmotorfinger/,Grunge,Alternative Rock,Heavy Metal
/album/659/Soundgarden-Superunknown/,Grunge,Alternative Rock,Heavy Metal
/album/387/Steve-Vai-Passion-and-Warfare/,Rock,Experimental,Metal
/album/3480/Strapping-Young-Lad-Alien/,Industrial,Death Metal,Progressive Metal
/album/3507/Strapping-Young-Lad-City/,Industrial,Death Metal,Progressive Metal
/album/9021/Stratovarius-Visions/,Power Metal,Progressive Metal,Heavy Metal
/album/17397/Suffocation-Effigy-of-the-Forgotten/,Death Metal,NA,NA
/album/8623/Suffocation-Human-Waste/,Death Metal,NA,NA
/album/3452/Suffocation-Pierced-from-Within/,Death Metal,NA,NA
/album/5830/Suicidal-Tendencies-How-Will-I-Laugh-Tomorrow-If-I-Cant-Even-Smile-Today/,Hardcore,Thrash Metal,Punk
/album/5832/Suicidal-Tendencies-Lights...Camera...Revolution/,Hardcore,Thrash Metal,Punk
/album/5828/Suicidal-Tendencies-Suicidal-Tendencies/,Hardcore,Thrash Metal,Punk
/album/10403/Summoning-Minas-Morgul/,Black Metal,Ambient,NA
/album/6657/Summoning-Oath-Bound/,Black Metal,Ambient,NA
/album/6784/Summoning-Stronghold/,Black Metal,Ambient,NA
/album/11166/Swallow-the-Sun-The-Morning-Never-Came/,Doom Metal,Melodic Death Metal,Death Metal
/album/1605/Symphony-X-The-Divine-Wings-of-Tragedy/,Progressive Metal,Power Metal,NA
/album/1928/Symphony-X-The-Odyssey/,Progressive Metal,Power Metal,NA
/album/6606/Symphony-X-V-The-New-Mythology-Suite/,Progressive Metal,Power Metal,NA
/album/337/System-of-a-Down-Toxicity/,Metal,Alternative Rock,Nu-metal
/album/18582/Taake-Hordalands-Doedskvad/,Black Metal,Punk,Experimental
/album/13749/Terrorizer-World-Downfall/,Grind,Death Metal,NA
/album/498/Testament-The-Gathering/,Thrash Metal,Death Metal,Heavy Metal
/album/3768/Testament-The-Legacy/,Thrash Metal,Death Metal,Heavy Metal
/album/3273/Testament-The-New-Order/,Thrash Metal,Death Metal,Heavy Metal
/album/23331/The-Angelic-Process-Weighing-Souls-With-Sand/,Shoegaze,Drone,Doom Metal
/album/63508/The-Chariot-Long-Live/,Hardcore,Metalcore,NA
/album/107310/The-Chariot-One-Wing/,Hardcore,Metalcore,NA
/album/8709/The-Devin-Townsend-Band-Accelerated-Evolution/,Progressive Rock,Progressive Metal,NA
/album/416/The-Dillinger-Escape-Plan-Calculating-Infinity/,Metalcore,Hardcore,Experimental
/album/227627/The-Dillinger-Escape-Plan-Dissociation/,Metalcore,Hardcore,Experimental
/album/1641/The-Dillinger-Escape-Plan-Irony-Is-a-Dead-Scene/,Metalcore,Hardcore,Experimental
/album/716/The-Dillinger-Escape-Plan-Miss-Machine/,Metalcore,Hardcore,Experimental
/album/127044/The-Dillinger-Escape-Plan-One-of-Us-Is-the-Killer/,Metalcore,Hardcore,Experimental
/album/48997/The-Dillinger-Escape-Plan-Option-Paralysis/,Metalcore,Hardcore,Experimental
/album/124482/The-Ocean-Pelagial/,Post Metal,Progressive Metal,Sludge Metal
/album/22651/The-Ocean-Precambrian/,Post Metal,Progressive Metal,Sludge Metal
/album/18099/The-Pax-Cecilia-Blessed-Are-The-Bonds/,Post Metal,Post Hardcore,Emo
/album/2275/Thin-Lizzy-Jailbreak/,Hard Rock,Rock,Heavy Metal
/album/3185/Tiamat-Wildhoney/,Doom Metal,Gothic,Metal
/album/172/Tool-%C3%86nima/,Progressive Metal,Progressive Rock,Alternative Rock
/album/92/Tool-Lateralus/,Progressive Metal,Progressive Rock,Alternative Rock
/album/16384/Toxik-Think-This/,Thrash Metal,Progressive Metal,NA
/album/47486/Triptykon-Eparistera-Daimones/,Doom Metal,Black Metal,Death Metal
/album/8256/Type-O-Negative-Bloody-Kisses/,Gothic,Doom Metal,Metal
/album/3050/Type-O-Negative-October-Rust/,Gothic,Doom Metal,Metal
/album/36341/Ulcerate-Everything-Is-Fire/,Death Metal,Post Metal,NA
/album/224769/Ulcerate-Shrines-of-Paralysis/,Death Metal,Post Metal,NA
/album/68609/Ulcerate-The-Destroyers-of-All/,Death Metal,Post Metal,NA
/album/1596/Ulver-Bergtatt---Et-eeventyr-i-5-capitler/,Experimental,Black Metal,Electronic
/album/1580/Ulver-Perdition-City/,Experimental,Black Metal,Electronic
/album/21565/Ulver-Shadows-of-the-Sun/,Experimental,Black Metal,Electronic
/album/9669/Underoath-Define-the-Great-Line/,Metalcore,Post Hardcore,Post Metal
/album/83945/Uneven-Structure-Februus/,Progressive Metal,Metalcore,NA
/album/44578/Vektor-Black-Future/,Thrash Metal,Progressive Metal,Black Metal
/album/238570/Vektor-Outer-Isolation/,Thrash Metal,Progressive Metal,Black Metal
/album/215093/Vektor-Terminal-Redux/,Thrash Metal,Progressive Metal,Black Metal
/album/10725/Vinterland-Welcome-My-Last-Chapter/,Black Metal,NA,NA
/album/5748/Vio-Lence-Eternal-Nightmare/,Thrash Metal,NA,NA
/album/4069/Vital-Remains-Dechristianize/,Death Metal,NA,NA
/album/8775/Voivod-Dimension-Hatross/,Thrash Metal,Progressive Metal,NA
/album/8783/Voivod-Killing-Technology/,Thrash Metal,Progressive Metal,NA
/album/8774/Voivod-Nothingface/,Thrash Metal,Progressive Metal,NA
/album/23636/Warning-Watching-from-a-Distance/,Doom Metal,Metal,NA
/album/20959/Watchtower-Control-and-Resistance/,Progressive Metal,Thrash Metal,NA
/album/195410/We-Lost-the-Sea-Departure-Songs/,Post Rock,Post Metal,Metal
/album/18071/Weakling-Dead-as-Dreams/,Black Metal,Ambient,NA
/album/12148/Windir-1184/,Black Metal,Folk,NA
/album/8779/Windir-Arntor/,Black Metal,Folk,NA
/album/14829/Windir-Likferd/,Black Metal,Folk,NA
/album/4189/Wintersun-Wintersun/,Melodic Death Metal,Power Metal,Folk
/album/20881/Wolves-in-the-Throne-Room-Two-Hunters/,Black Metal,Ambient,Post Rock
/album/1791/X-Japan-Art-of-Life/,Progressive Metal,Power Metal,Heavy Metal
/album/9682/X-Japan-Blue-Blood/,Progressive Metal,Power Metal,Heavy Metal
/album/7883/Yngwie-Malmsteen-Rising-Force/,Metal,Classical,Power Metal
/album/2748/Zao-Liberate-Te-Ex-Inferis/,Metalcore,Hardcore,Punk
/album/2715/Zao-Where-Blood-and-Fire-Bring-Rest/,Metalcore,Hardcore,Punk
